Serial,Book Name,Author Name,Ratings
6275,The Drowning of Arthur Braxton,Caroline Smailes, 3.86
6276,"The Lost Heir (Wings of Fire, #2)",Tui T. Sutherland, 4.49
6277,"Black Obsidian (Obsidian, #1)",Victoria Quinn, 3.72
6278,Verity,Colleen Hoover, 4.39
6279,Escape,Carolyn Jessop, 3.92
6280,The Unusual Suspects (The Sisters Grimm #2),Michael Buckley, 4.24
6281,The Book of Awesome,Neil Pasricha, 3.80
6282,The Romance of Tristan and Iseult,Joseph Bédier, 3.60
6283,New Yesterdays,Jim L. Wright, 4.33
6284,"Until Friday Night (The Field Party, #1)",Abbi Glines, 3.96
6285,Face of Our Father,G Egore Pitir, 4.10
6286,"A Tale of Magic... (A Tale of Magic, #1)",Chris Colfer, 4.07
6287,The Anthropocene Reviewed,John Green, 4.46
6288,"Teacher Man (Frank McCourt, #3)",Frank McCourt, 3.70
6289,The Buddha of Suburbia,Hanif Kureishi, 3.74
6290,After,Amy Efaw, 3.73
6291,Brightly Woven,Alexandra Bracken, 3.80
6292,The Raging Quiet,Sherryl Jordan, 4.23
6293,Smack,Melvin Burgess, 3.90
6294,Leo,Mia Sheridan, 4.01
6295,Twisted (Sinister Tales Book 2),Anna Gallegos, 4.52
6296,Alice's Adventures in Wonderland & Other Stories,Lewis Carroll, 4.24
6297,"Double Cross (Cross Your Heart and Die, #2)",Diane L. Kowalyshyn, 4.39
6298,Today Tonight Tomorrow,Rachel Lynn Solomon, 4.23
6299,The Betrothed,Alessandro Manzoni, 3.85
6300,The Wish List,Eoin Colfer, 3.78
6301,"Hillbilly Tales from the Smoky Mountains - And Other Homespun Remedies, Proverbs, and Poetry",Patricia H. Graham, 3.80
6302,Danse Macabre,Stephen King, 3.65
6303,Southern Mystical Moments,Patricia H. Graham, 4.17
6304,The Case of Charles Dexter Ward,H.P. Lovecraft, 4.16
6305,The Divan,Hafez, 4.64
6306,"Leave It to Psmith (Psmith, #4)",P.G. Wodehouse, 4.21
6307,How to Kill an Incubus (Incubus #1),Kimber  Lee, 4.33
6308,"Binti (Binti, #1)",Nnedi Okorafor, 3.91
6309,"Year One (Chronicles of The One, #1)",Nora Roberts, 4.02
6310,A Heart So White,Javier Marías, 4.01
6311,"Winter Rose (Winter Rose, #1)",Patricia A. McKillip, 3.85
6312,The Last Book in the Universe,Rodman Philbrick, 3.91
6313,Tully,Paullina Simons, 3.89
6314,"Tris's Book (Circle of Magic, #2)",Tamora Pierce, 4.10
6315,"Rakkety Tam (Redwall, #17)",Brian Jacques, 4.15
6316,الحبيب الافتراضي,غادة السمان, 3.61
6317,Wiseguy,Nicholas Pileggi, 4.20
6318,Entangled,Cat Clarke, 3.71
6319,"Darius the Great Is Not Okay (Darius The Great, #1)",Adib Khorram, 4.29
6320,"Crave (Crave, #1)",Tracy Wolff, 3.79
6321,"Death's Mistress (Dorina Basarab, #2)",Karen Chance, 4.20
6322,"The Spook's Mistake (The Last Apprentice / Wardstone Chronicles, #5)",Joseph Delaney, 4.21
6323,Habibi,Craig Thompson, 4.03
6324,"Moonlight (Dark Guardian, #1)",Rachel Hawthorne, 3.81
6325,"13 Gifts (Willow Falls, #3)",Wendy Mass, 4.24
6326,Underground: The Tokyo Gas Attack and the Japanese Psyche,Haruki Murakami, 3.91
6327,"Gates of Paradise (Blue Bloods, #7)",Melissa de la Cruz, 4.08
6328,Prelude to Foundation,Isaac Asimov, 4.14
6329,"Romance of the Three Kingdoms, Vol. 1 of 2 (chapter 1-60)",Luo Guanzhong, 4.28
6330,"Dreams of a Dark Warrior (Immortals After Dark, #10)",Kresley Cole, 4.33
6331,Forever . . .,Judy Blume, 3.62
6332,"What the Heart Wants (Soulmate, #1)",Kelli McCracken, 3.78
6333,Born of Silence (The League: Nemesis Rising #5),Sherrilyn Kenyon, 4.49
6334,"Zombie Fallout (Zombie Fallout, #1)",Mark Tufo, 4.04
6335,"Morrigan's Cross (Circle Trilogy, #1)",Nora Roberts, 4.14
6336,Why Not Me?,Mindy Kaling, 3.90
6337,"Dark River (Warriors: Power of Three, #2)",Erin Hunter, 4.29
6338,Rectoverso,Dee Lestari, 3.88
6339,The Other Side of the Story,Marian Keyes, 3.79
6340,The Snowball: Warren Buffett and the Business of Life,Alice Schroeder, 4.09
6341,"Savor the Moment (Bride Quartet, #3)",Nora Roberts, 4.14
6342,Politics,Aristotle, 3.97
6343,The Wonderful Story of Henry Sugar and Six More,Roald Dahl, 4.14
6344,Rita Hayworth and Shawshank Redemption,Stephen King, 4.52
6345,"The Girl in the Tower (The Winternight Trilogy, #2)",Katherine Arden, 4.31
6346,"Undercover Princess (The Rosewood Chronicles, #1)",Connie Glynn, 4.03
6347,"The Third Option (Mitch Rapp, #4)",Vince Flynn, 4.25
6348,Wreck This Journal,Keri Smith, 4.13
6349,Waiting to Live,Asa Don Brown, 4.37
6350,The Man Who Loved Clowns,June Rae Wood, 4.47
6351,Almost Perfect,Brian Katcher, 3.85
6352,"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",Glen Cook, 4.22
6353,The Tide Knot,Helen Dunmore, 3.99
6354,"If I Die (Soul Screamers, #5)",Rachel Vincent, 4.30
6355,"Golden Trail (The 'Burg, #3)",Kristen Ashley, 4.31
6356,"Angels and Demons / The Da Vinci Code (Robert Langdon, #1-2)",Dan Brown, 4.27
6357,"The Case of the Displaced Detective: The Arrival (Displaced Detective, #1)",Stephanie Osborn, 3.77
6358,"Beginnings: Obsidian & Onyx (Lux, #1-2)",Jennifer L. Armentrout, 4.56
6359,My Best Friend's Girl,Dorothy Koomson, 4.04
6360,"The Traitor Baru Cormorant (The Masquerade, #1)",Seth Dickinson, 4.06
6361,خداحافظ گاری کوپر,Romain Gary, 3.88
6362,The Fireman,Joe Hill, 3.91
6363,"The Crystal Shard (Forgotten Realms: Icewind Dale, #1; Legend of Drizzt, #4)",R.A. Salvatore, 4.09
6364,Little Altars Everywhere,Rebecca Wells, 3.57
6365,Tinkers,Paul Harding, 3.39
6366,"Safe House (1-800-Where-R-You, #3)",Jenny Carroll, 4.10
6367,"Stalking Darkness (Nightrunner, #2)",Lynn Flewelling, 4.25
6368,"Tall, Tatted and Tempting (The Reed Brothers, #1)",Tammy Falkner, 4.20
6369,"Saga of Darren Shan Box Set (The Saga of Darren Shan, #1-6)",Darren Shan, 4.55
6370,The Complete Malazan Book of the Fallen,Steven Erikson, 4.73
6371,"The Score (Off-Campus, #3)",Elle Kennedy, 4.24
6372,The Absolutist,John Boyne, 4.07
6373,The Miracle Worker: A Play,William  Gibson, 4.18
6374,"Consent to Kill (Mitch Rapp, #8)",Vince Flynn, 4.36
6375,"A Faint Cold Fear (Grant County, #3)",Karin Slaughter, 4.06
6376,"Gregor and the Marks of Secret (Underland Chronicles, #4)",Suzanne Collins, 4.24
6377,Barchester Towers,Anthony Trollope, 4.03
6378,Gamer Girl,Mari Mancusi, 3.77
6379,"The Strange Affair of Spring Heeled Jack (Burton & Swinburne, #1)",Mark Hodder, 3.71
6380,Headhunters,Jo Nesbø, 3.82
6381,"Underworld (Abandon, #2)",Meg Cabot, 3.87
6382,"Necropolis (Power of Five, #4)",Anthony Horowitz, 4.14
6383,"The Case of the Cosmological Killer: Endings and Beginnings (Displaced Detective, #4)",Stephanie Osborn, 4.25
6384,Maya's Notebook,Isabel Allende, 3.85
6385,"Addicted to You (Addicted, #1)",Krista Ritchie, 3.86
6386,Cosmos,Witold Gombrowicz, 4.02
6387,"The Thousandth Floor (The Thousandth Floor, #1)",Katharine McGee, 3.68
6388,Ace of Spades,Faridah Àbíké-Íyímídé, 4.32
6389,The Portable Nietzsche,Friedrich Nietzsche, 4.21
6390,"When Will There Be Good News? (Jackson Brodie, #3)",Kate Atkinson, 3.99
6391,When Things Fall Apart: Heart Advice for Difficult Times,Pema Chödrön, 4.25
6392,The Best of Myles,Myles na gCopaleen, 4.21
6393,"Code Name Cassandra (1-800-Where-R-You, #2)",Jenny Carroll, 4.06
6394,"How to Flirt with a Naked Werewolf (Naked Werewolf, #1)",Molly Harper, 3.94
6395,The Glass Palace,Amitav Ghosh, 3.98
6396,"I'll Be Your Drill, Soldier",Crystal Rose, 4.08
6397,Sing Me to Sleep,Angela Morrison, 3.95
6398,Tartuffe,Molière, 3.66
6399,Euclid's Elements,Euclid, 4.31
6400,The Tragedy of Man,Imre Madách, 4.20
6401,"Bloodline (Sigma Force, #8)",James Rollins, 4.22
6402,"The Case of the Cosmological Killer: The Rendlesham Incident (Displaced Detective, #3)",Stephanie Osborn, 4.17
6403,This Star Won't Go Out: The Life and Words of Esther Grace Earl,Esther Earl, 4.15
6404,"Never Seduce a Scot (The Montgomerys and Armstrongs, #1)",Maya Banks, 4.16
6405,Secret Deceptions (Amatore's Restaurant #1),James Sillwood, 4.45
6406,"End of Watch (Bill Hodges Trilogy, #3)",Stephen King, 4.09
6407,Lift: Five Practices Great Managers Do Consistently: Raise Performance and Morale - See Your Employees Thrive,Raymond   Wheeler, 4.38
6408,Chapterhouse: Dune (Dune #6),Frank Herbert, 3.92
6409,"Long Shadows (Warriors: Power of Three, #5)",Erin Hunter, 4.32
6410,"Love Bites (Vampire Kisses, #7)",Ellen Schreiber, 4.13
6411,"Secrets of a Summer Night (Wallflowers, #1)",Lisa Kleypas, 4.04
6412,"TimeRiders (TimeRiders, #1)",Alex Scarrow, 3.82
6413,El caballero de la armadura oxidada,Robert Fisher, 3.78
6414,Black Lamb and Grey Falcon,Rebecca West, 4.22
6415,"Nightrise (Power of Five, #3)",Anthony Horowitz, 4.04
6416,Embassytown,China Miéville, 3.89
6417,"From Ashes (From Ashes, #1)",Molly McAdams, 4.12
6418,Torn,Cat Clarke, 3.85
6419,Seras-tu là?,Guillaume Musso, 3.97
6420,FUTU.RE,Dmitry Glukhovsky, 3.95
6421,House of Salt and Sorrows,Erin A. Craig, 3.93
6422,"Kissing Coffins (Vampire Kisses, #2)",Ellen Schreiber, 3.88
6423,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",Heather Brewer, 4.14
6424,"Running Blind (Jack Reacher, #4)",Lee Child, 4.10
6425,Infinity Welcomes Careful Drivers (Red Dwarf #1),Grant Naylor, 4.07
6426,"The Earthsea Quartet (Earthsea Cycle, #1-4)",Ursula K. Le Guin, 4.28
6427,"The One (Species Intervention #6609, #6)",J.K. Accinni, 4.46
6428,The Shining Girls,Lauren Beukes, 3.57
6429,"Fell (The Sight, #2)",David Clement-Davies, 4.18
6430,The Jester,James Patterson, 3.80
6431,Travels with My Aunt,Graham Greene, 3.82
6432,"Goddess Boot Camp (Oh. My. Gods., #2)",Tera Lynn Childs, 3.89
6433,"Toll the Hounds (Malazan Book of the Fallen, #8)",Steven Erikson, 4.36
6434,Barney's Version,Mordecai Richler, 4.16
6435,Our Lady of the Flowers,Jean Genet, 4.02
6436,"Seven Sons (Gypsy Brothers, #1)",Lili St. Germain, 3.95
6437,"Twice Upon a Time (Half Upon a Time, #2)",James  Riley, 4.34
6438,"Now You See Me (Lacey Flint, #1)",Sharon J. Bolton, 4.02
6439,"The Midnight Line (Jack Reacher, #22)",Lee Child, 4.06
6440,This is Going to Hurt: Secret Diaries of a Junior Doctor,Adam Kay, 4.40
6441,A Single Shard,Linda Sue Park, 3.91
6442,Refuge: An Unnatural History of Family and Place,Terry Tempest Williams, 4.17
6443,A Personal Matter,Kenzaburō Ōe, 3.90
6444,"Eragon & Eldest (Inheritance, #1-2)",Christopher Paolini, 4.30
6445,A Vindication of the Rights of Woman,Mary Wollstonecraft, 3.88
6446,"Tales of the Otherworld (Otherworld Stories, #2)",Kelley Armstrong, 4.24
6447,The Counterfeiters,André Gide, 3.85
6448,"Slawter (The Demonata, #3)",Darren Shan, 4.17
6449,"The Case of the Displaced Detective: At Speed (Displaced Detective, #2)",Stephanie Osborn, 4.23
6450,The Other,Thomas Tryon, 3.99
6451,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,Deborah Blum, 3.99
6452,حياة في الإدارة,Ghazi A. Algosaibi, 4.48
6453,"Ink and Bone (The Great Library, #1)",Rachel Caine, 3.97
6454,The Marvels,Brian Selznick, 3.98
6455,The Overcoat,Nikolai Gogol, 4.15
6456,Devil's Bait,Debbie Boek, 4.21
6457,Heart Bones,Colleen Hoover, 4.35
6458,A Monstrous Regiment of Women (Mary Russell and Sherlock Holmes #2),Laurie R. King, 4.04
6459,Rimas y leyendas,Gustavo Adolfo Bécquer, 4.09
6460,"The Face on the Milk Carton (Janie Johnson, #1)",Caroline B. Cooney, 3.72
6461,"Slapstick, or Lonesome No More!",Kurt Vonnegut Jr., 3.86
6462,In Watermelon Sugar,Richard Brautigan, 3.87
6463,The Daughter of Ares Chronicles:  The Complete Trilogy,Shannon McRoberts, 4.55
6464,"Prisoner of Night and Fog (Prisoner of Night and Fog, #1)",Anne Blankman, 4.01
6465,The Fish the Fighters and the Song-Girl,Janet E. Morris, 4.60
6466,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",Amanda Palmer, 3.89
6467,Société,Alexander Helas, 4.28
6468,Give Me Your Hand,Megan Abbott, 3.30
6469,"The Kremlin's Candidate (Red Sparrow Trilogy, #3)",Jason  Matthews, 4.16
6470,"Bridge of Birds (The Chronicles of Master Li and Number Ten Ox, #1)",Barry Hughart, 4.28
6471,Unless,Carol Shields, 3.60
6472,"Parable of the Talents (Earthseed, #2)",Octavia E. Butler, 4.28
6473,Appointment in Samarra,John O'Hara, 3.82
6474,Peak (Peak #1),Roland Smith, 3.99
6475,Железният светилник,Димитър Талев, 4.47
6476,Touching Spirit Bear,Ben Mikaelsen, 3.87
6477,"The Madness Underneath (Shades of London, #2)",Maureen Johnson, 3.88
6478,Sodom and Gomorrah,Marcel Proust, 4.35
6479,The Bunker Diary,Kevin Brooks, 3.81
6480,Breathe In,Michelle Bellon, 4.30
6481,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor, 4.27
6482,Heart of a Warrior Angel,Lali A.  Love, 4.04
6483,Landfill Dogs book,Shannon Johnstone, 4.64
6484,The Rise and Fall of the Dinosaurs: A New History of a Lost World,Stephen Brusatte, 4.13
6485,The King Who Disappeared,Hank Quense, 4.31
6486,Komt een vrouw bij de dokter,Kluun, 3.70
6487,Nobody's Fool (Sully #1),Richard Russo, 4.11
6488,"Spice & Wolf, Vol. 01",Isuna Hasekura, 4.19
6489,The Star Diaries: Further Reminiscences of Ijon Tichy,Stanisław Lem, 4.26
6490,"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)",Rachel Renée Russell, 4.38
6491,"Vampire Academy (Vampire Academy, #1-6)",Richelle Mead, 4.52
6492,Pirate Latitudes,Michael Crichton, 3.46
6493,"Gentlemen and Players (Malbry, #1)",Joanne Harris, 3.93
6494,The Wild Girl,Kate Forsyth, 3.94
6495,Our Man in Havana,Graham Greene, 3.95
6496,The Storied Life of A.J. Fikry,Gabrielle Zevin, 3.99
6497,"Flooded (Beautiful but Strange, #1)",J.J. Sorel, 4.31
6498,"Imagine Me (Shatter Me, #6)",Tahereh Mafi, 3.82
6499,"Alex, Approximately",Jenn Bennett, 3.99
6500,Deadly Decisions - A Natalie North Novel,Nancy Mangano, 4.26
6501,"Rapture (Shadowdwellers, #2)",Jacquelyn Frank, 4.23
6502,Het huis van de moskee,Kader Abdolah, 4.08
6503,"Black Sun Rising (The Coldfire Trilogy, #1)",C.S. Friedman, 3.94
6504,Raja Gidh / راجه گدھ,Bano Qudsia, 4.19
6505,"First Year (The Black Mage, #1)",Rachel E. Carter, 3.94
6506,"The Girl in the Ice (Detective Erika Foster, #1)",Robert Bryndza, 3.96
6507,Henderson the Rain King,Saul Bellow, 3.77
6508,De helaasheid der dingen,Dimitri Verhulst, 3.79
6509,Vlad: The Last Confession,C.C. Humphreys, 3.88
6510,"Locke & Key, Vol. 1: Welcome to Lovecraft",Joe Hill, 4.15
6511,The Four Loves,C.S. Lewis, 4.13
6512,Ask and It Is Given: Learning to Manifest Your Desires,Esther Hicks, 4.14
6513,"Brawn (New Species, #5)",Laurann Dohner, 4.20
6514,Extinction,Thomas Bernhard, 4.30
6515,Between the Lives,Jessica Shirvington, 4.20
6516,"The Shadows (Black Dagger Brotherhood, #13)",J.R. Ward, 4.26
6517,Bad Feminist,Roxane Gay, 3.94
6518,Relating Revolution: All It Takes Is One Person To Change,Kris Kelkar, 4.38
6519,The Setting Sun,Osamu Dazai, 3.94
6520,The Dying Animal,Philip Roth, 3.64
6521,"Negima! Magister Negi Magi, Vol. 1 (Negima! Magister Negi Magi, #1)",Ken Akamatsu, 3.87
6522,"Among the Enemy (Shadow Children, #6)",Margaret Peterson Haddix, 4.16
6523,"Reckless (Mirrorworld, #1)",Cornelia Funke, 3.74
6524,"Transmetropolitan, Vol. 1: Back on the Street",Warren Ellis, 4.21
6525,Love the One You're With,Emily Giffin, 3.74
6526,"The Skystone (Camulod Chronicles, #1)",Jack Whyte, 4.18
6527,"All In (The Blackstone Affair, #2)",Raine Miller, 4.10
6528,What the Dog Saw and Other Adventures,Malcolm Gladwell, 3.85
6529,La estrella,Javi Araguz, 3.93
6530,"Skinned (Cold Awakening, #1)",Robin Wasserman, 3.54
6531,5 cm,Donny Dhirgantoro, 3.87
6532,"The Persian Boy (Alexander the Great, #2)",Mary Renault, 4.19
6533,"Half Upon a Time (Half Upon a Time, #1)",James  Riley, 4.17
6534,"Shift (Shift, #1-3; Silo, #2)",Hugh Howey, 4.12
6535,Martin Swans Diary: Black Water Crossing,Kyle Keyes, 4.42
6536,Spinning Silver,Naomi Novik, 4.20
6537,"Dreams of the Ringed Vale (Luthiel's Song, #1)",Robert Fanney, 3.55
6538,Having Our Say: The Delany Sisters' First 100 Years,Sarah L. Delany, 4.16
6539,"Return to Paradise (Leaving Paradise, #2)",Simone Elkeles, 4.03
6540,"H.I.V.E. Higher Institute of Villainous Education (H.I.V.E., #1)",Mark Walden, 4.07
6541,"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)",R.A. Salvatore, 4.18
6542,The Righteous Mind: Why Good People Are Divided by Politics and Religion,Jonathan Haidt, 4.19
6543,"Sea of Poppies (Ibis Trilogy, #1)",Amitav Ghosh, 3.96
6544,I'm With You,Allie Frost, 4.25
6545,Agincourt,Bernard Cornwell, 4.12
6546,"The Religion (Tannhauser, #1)",Tim Willocks, 4.10
6547,Zero at the Bone (Zero at the Bone #1),Jane Seville, 4.10
6548,أرض البرتقال الحزين,Ghassan Kanafani, 4.01
6549,"Never Have I Ever (The Lying Game, #2)",Sara Shepard, 4.00
6550,"Gives Light (Gives Light, #1)",Rose Christo, 4.24
6551,Stumbling on Happiness,Daniel Todd Gilbert, 3.81
6552,"Valley of Silence (Circle Trilogy, #3)",Nora Roberts, 4.23
6553,I See You,Clare Mackintosh, 3.88
6554,The Future of an Illusion,Sigmund Freud, 3.77
6555,after the quake,Haruki Murakami, 3.78
6556,"The Bellmaker (Redwall, #7)",Brian Jacques, 3.98
6557,The Ruins,Scott        Smith, 3.62
6558,París (Caballo de Fuego #1),Florencia Bonelli, 4.31
6559,The Grand Sophy,Georgette Heyer, 4.14
6560,أنت لي,منى المرشود, 3.90
6561,"The Iron Traitor (The Iron Fey: Call of the Forgotten, #2)",Julie Kagawa, 4.11
6562,Goodbye Tsugumi,Banana Yoshimoto, 3.73
6563,"The Book of Ivy (The Book of Ivy, #1)",Amy Engel, 4.14
6564,"Souls Unfractured (Hades Hangmen, #3)",Tillie Cole, 4.47
6565,"The Lightning-Struck Heart (Tales From Verania, #1)",T.J. Klune, 4.42
6566,The Dark Web Murders (Inspector Sheehan Mysteries #4),Brian O'Hare, 4.26
6567,"Kill Switch (Devil's Night, #3)",Penelope Douglas, 4.37
6568,The Griffin & Sabine Trilogy,Nick Bantock, 4.37
6569,"Outcast (Warriors: Power of Three, #3)",Erin Hunter, 4.26
6570,The Good Women of China: Hidden Voices,Xinran, 4.28
6571,Keep the Aspidistra Flying,George Orwell, 3.89
6572,"Elegy (Watersong, #4)",Amanda Hocking, 4.00
6573,Sin Undone (Demonica #5),Larissa Ione, 4.28
6574,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell, 3.95
6575,"Zodiac (Zodiac, #1)",Romina Russell, 3.72
6576,"The Seven Sisters (The Seven Sisters, #1)",Lucinda Riley, 4.16
6577,"Vigilante (Vigilante, #1)",Claude Bouchard, 3.82
6578,Fifty-one Shades: A Parody,Andrew Shaffer, 3.55
6579,Birthday Girl,Penelope Douglas, 4.06
6580,"Mariel of Redwall (Redwall, #4)",Brian Jacques, 3.99
6581,Endgame,Samuel Beckett, 3.79
6582,"Tenth Grade Bleeds (The Chronicles of Vladimir Tod, #3)",Heather Brewer, 4.24
6583,Stonehenge,Bernard Cornwell, 3.66
6584,"This Isn't What It Looks Like (Secret, #4)",Pseudonymous Bosch, 4.29
6585,The Season of Passage,Christopher Pike, 4.15
6586,The Return,Victoria Hislop, 3.86
6587,"Stung (Stung, #1)",Bethany Wiggins, 4.01
6588,"Just One Year (Just One Day, #2)",Gayle Forman, 3.89
6589,رجال في الشمس,غسان كنفاني, 4.19
6590,"Agamemnon (Oresteia, #1)",Aeschylus, 3.81
6591,"The Silent Corner (Jane Hawk, #1)",Dean Koontz, 3.95
6592,The Insult,Rupert Thomson, 3.43
6593,Book of Leo: Prequel to Mystical Trash,Mary Ramsey, 4.32
6594,If You Give a Moose a Muffin,Laura Joffe Numeroff, 4.18
6595,300,Frank Miller, 3.96
6596,A Small Death in Lisbon,Robert Wilson, 3.84
6597,The Fuck-Up,Arthur Nersesian, 3.56
6598,Never Cry Wolf: The Amazing True Story of Life Among Arctic Wolves,Farley Mowat, 4.20
6599,"Skellig (Skellig, #1)",David Almond, 3.81
6600,"Lullaby (Watersong, #2)",Amanda Hocking, 3.84
6601,The Treachery of Beautiful Things,Ruth Frances Long, 3.81
6602,Une vie,Guy de Maupassant, 3.85
6603,رغم الفراق,نور عبدالمجيد, 3.94
6604,The Girl Who Was Supposed to Die,April Henry, 4.05
6605,Open,Andre Agassi, 4.24
6606,Solitaire,Alice Oseman, 3.61
6607,The Dionysus Connection (Perception Series #1),Liz  Cowan, 4.13
6608,Without,Brian Dennis Hartford, 4.23
6609,"Smokin' Seventeen (Stephanie Plum, #17)",Janet Evanovich, 3.96
6610,"Dawn on a Distant Shore (Wilderness, #2)",Sara Donati, 4.22
6611,"The Last Thing I Remember (The Homelanders, #1)",Andrew Klavan, 4.01
6612,"The Walking Dead, Book One",Robert Kirkman, 4.35
6613,"Soul Surfer: A True Story of Faith, Family, and Fighting to Get Back on the Board",Bethany Hamilton, 4.07
6614,A Woman of No Importance,Oscar Wilde, 3.82
6615,Istanbul: Memories and the City,Orhan Pamuk, 3.81
6616,"Rise of the Huntress (The Last Apprentice / Wardstone Chronicles, #7)",Joseph Delaney, 4.18
6617,"Shadow Team GB (Starbirth, #3)",J.M. Johnson, 4.75
6618,"The Wind Singer (Wind on Fire, #1)",William Nicholson, 3.87
6619,Ghettoside: A True Story of Murder in America,Jill Leovy, 4.04
6620,Eagle in the Snow: A Novel of General Maximus and Rome's Last Stand,Wallace Breem, 4.13
6621,"Dragon Spear (Dragon Slippers, #3)",Jessica Day George, 4.19
6622,Le Comte de Monte-Cristo I  (Le Comte de Monte-Cristo #1 of 2),Alexandre Dumas, 4.53
6623,Reamde,Neal Stephenson, 3.98
6624,This One Summer,Mariko Tamaki, 3.70
6625,NeuroTribes: The Legacy of Autism and the Future of Neurodiversity,Steve Silberman, 4.31
6626,"Beautiful Broken Things (Beautiful Broken Things, #1)",Sara  Barnard, 3.78
6627,"Slow Burn (Lost Kings MC, #1)",Autumn Jones Lake, 3.98
6628,The Importance of Being Wild,J.J. Sorel, 4.17
6629,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert, 4.13
6630,Have Space Suit—Will Travel,Robert A. Heinlein, 3.92
6631,El llano en llamas,Juan Rulfo, 4.20
6632,Me & Emma,Elizabeth Flock, 3.91
6633,The Journeyer,Gary Jennings, 4.31
6634,Term Limits,Vince Flynn, 4.32
6635,Unfinished Tales of Númenor and Middle-Earth,J.R.R. Tolkien, 3.94
6636,Marie Antoinette: The Portrait of an Average Woman,Stefan Zweig, 4.33
6637,A History of Western Philosophy,Bertrand Russell, 4.11
6638,"The Chaos (Numbers, #2)",Rachel Ward, 3.82
6639,Rose Under Fire,Elizabeth Wein, 4.10
6640,How to Fall in Love,Cecelia Ahern, 4.01
6641,What She Knew (Jim Clemo #1),Gilly Macmillan, 3.87
6642,Snow in August,Pete Hamill, 3.94
6643,Angels Fall,Nora Roberts, 4.02
6644,A Perfect Spy,John le Carré, 4.00
6645,"My Bonny Light Horseman: Being an Account of the Further Adventures of Jacky Faber, in Love and War (Bloody Jack, #6)",L.A. Meyer, 4.25
6646,"Spell of the Highlander (Highlander, #7)",Karen Marie Moning, 4.27
6647,"Mystic (Soul Seekers, #3)",Alyson Noel, 4.00
6648,Varjak Paw  (Varjak Paw #1),S.F. Said, 4.14
6649,The Missing Piece Meets the Big O,Shel Silverstein, 4.36
6650,Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel, 3.96
6651,Elmer Gantry,Sinclair Lewis, 4.00
6652,The Kingdom of God Is Within You,Leo Tolstoy, 4.12
6653,"The Robots of Dawn (Robot, #3)",Isaac Asimov, 4.17
6654,"Demons of the Ocean (Vampirates, #1)",Justin Somper, 3.84
6655,"Brilliance of the Moon (Tales of the Otori, #3)",Lian Hearn, 4.06
6656,H is for Hawk,Helen Macdonald, 3.72
6657,"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)",Obert Skye, 3.74
6658,"The Darkangel (Darkangel Trilogy, #1)",Meredith Ann Pierce, 3.90
6659,Cry No More,Linda Howard, 4.13
6660,"Knight (Unfinished Hero, #1)",Kristen Ashley, 3.92
6661,"Let the Storm Break (Sky Fall, #2)",Shannon Messenger, 4.14
6662,The Postman,David Brin, 3.90
6663,The Kreutzer Sonata,Leo Tolstoy, 3.89
6664,Patria,Fernando Aramburu, 4.38
6665,The Lazarus Men,Christian Warren Freed, 4.36
6666,Malevil,Robert Merle, 4.24
6667,Tisha: The Wonderful True Love Story of a Young Teacher in the Alaskan Wilderness,Robert Specht, 4.32
6668,West with the Night,Beryl Markham, 4.09
6669,Hiroshima Mon Amour,Marguerite Duras, 3.90
6670,Shade's Children,Garth Nix, 3.90
6671,Skull Full of Kisses,Michael  West, 4.12
6672,نادي السيارات,Alaa Al Aswany, 3.47
6673,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi, 3.73
6674,"The Black Witch (The Black Witch Chronicles, #1)",Laurie Forest, 4.10
6675,The Book of Sand and Shakespeare's Memory,Jorge Luis Borges, 4.13
6676,Crow Lake,Mary Lawson, 3.94
6677,"The Wide-Awake Princess (Wide-Awake Princess, #1)",E.D. Baker, 4.11
6678,Parade's End,Ford Madox Ford, 3.87
6679,Shadows in Paradise,Erich Maria Remarque, 4.15
6680,Parnassus on Wheels,Christopher  Morley, 4.03
6681,The Murders in the Rue Morgue - a C. Auguste Dupin Short Story (C. Auguste Dupin #1),Edgar Allan Poe, 3.87
6682,"The Eye of Minds (The Mortality Doctrine, #1)",James Dashner, 3.85
6683,Pygmy,Chuck Palahniuk, 2.97
6684,Enduring Love,Ian McEwan, 3.64
6685,In My Hands: Compelling Stories from a Surgeon and His Patients Fighting Cancer,Steven A. Curley, 4.34
6686,The Perfect Couple,Elin Hilderbrand, 3.96
6687,Resistance,Jennifer A. Nielsen, 4.33
6688,The Forgotten Hours,Katrin Schumann, 3.70
6689,"Eric (Discworld, #9; Rincewind #4)",Terry Pratchett, 3.75
